year,journal,doi,arxiv number,primary arxiv category,total number of authors,total number of ORCIDs linked to the authors,total number of affiliations,total number of ROR linked with the affiliations,"total number of related materials, type dataset","total number of related materials, type software"
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)092,2408.15331,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)116,2409.18762,hep-ex,2922,0,3107,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)119,2408.09870,hep-th,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)128,2409.02458,hep-th,5,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)113,2408.11897,hep-ph,6,6,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)101,2305.09459,hep-lat,7,1,13,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)001,2408.06729,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)121,2408.08948,hep-ph,5,5,13,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)200,2408.06419,hep-ph,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)178,2409.03821,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)185,2404.11640,hep-ph,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)036,2407.09183,hep-ex,2936,0,3120,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13562-3,,,4,1,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13535-6,,,2,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13546-3,,,1,0,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13526-7,,,3,2,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13543-6,2406.10403,hep-ph,2,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13495-x,,,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13519-6,,,3,1,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13522-x,,,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13460-8,2405.06882v2,astro-ph.CO,4,3,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13557-0,2405.06086,quant-ph,3,0,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13538-3,,,32,0,40,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)160,2409.03003,hep-ph,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)156,2410.22148,hep-ph,15,15,21,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)158,2406.19179,hep-ph,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)157,2409.15410,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)164,2409.13016,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)168,2407.02705,hep-th,4,4,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)144,2406.02679,hep-th,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)162,2405.12283,hep-ph,6,1,13,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)151,2408.06026,hep-th,4,4,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)154,2405.00674,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)169,2407.08598,hep-ph,2,2,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)210,2404.06987,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)168,2406.11561,hep-th,3,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)166,2406.01678,hep-ph,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)163,2405.13696,hep-th,3,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)192,2404.18718,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)097,2402.05742,hep-ex,2951,0,3152,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13554-3,2408.07789,gr-qc,5,5,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13577-w,,,3,3,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13544-5,2405.08696,physics.ins-det,12,1,16,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13529-4,2404.08375,gr-qc,2,1,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13491-1,,,3,2,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13555-2,,,3,0,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13470-6,2404.12686v1,nucl-ex,29,2,47,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13571-2,,,1,1,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13604-w,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13565-0,,,1,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13584-x,2401.01162,hep-th,3,1,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13607-7,2407.01453,gr-qc,4,1,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)107,2409.18323,hep-th,1,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)116,2406.09626,hep-th,4,4,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13597-6,2408.06181v1,nucl-th,1,0,1,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13598-5,,,3,1,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13542-7,,,3,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13587-8,2408.10044,hep-ph,4,1,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)108,2407.15933,hep-ph,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)111,2312.15958,cond-mat.str-el,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)103,2408.06791,hep-th,4,4,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)086,2408.02728,hep-ph,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)130,2404.03517,hep-ph,6,6,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)115,2409.03620,hep-ph,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)129,2406.12554,hep-ph,4,0,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)131,2407.21627,hep-th,5,5,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13588-7,,,5,1,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13593-w,,,2,0,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13592-x,,,5,1,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13578-9,,,5,0,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13594-9,2404.12423,hep-ph,4,4,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13534-7,2404.06533,hep-ph,4,1,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13569-w,,,3,2,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13613-9,2112.11125,hep-ex,4,4,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13494-y,2407.16799,hep-th,3,1,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)126,2406.01272,hep-ex,2921,0,3104,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)143,2310.14324,hep-th,3,1,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)152,2406.19988,hep-th,5,5,9,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13602-y,,,4,1,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)133,2410.10493,hep-ph,5,5,8,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13585-w,2407.16061,hep-ph,5,1,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)156,2307.06369,hep-ph,4,4,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13626-4,,,4,1,4,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13619-3,,,7,7,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)033,2407.06860,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)162,2407.14010,hep-ph,6,6,12,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)005,2409.17781,hep-th,3,3,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)034,2408.14901,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)008,2409.18095,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)011,2407.20146,hep-th,2,2,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)006,2409.09671,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)037,2208.12142,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)002,2312.12991,hep-ex,18,12,25,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)169,2402.18475,hep-th,4,1,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)004,2407.01674,hep-th,5,5,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)029,2312.16443,hep-th,5,5,6,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13617-5,,,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)172,2407.03509,hep-th,5,4,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)012,2407.17553,hep-th,2,2,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)171,2410.05390,gr-qc,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)164,2312.03078,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)013,2406.07609,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)023,2407.04774,hep-ph,3,3,6,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)027,2409.18950,hep-th,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)025,2407.12717,hep-th,1,1,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)020,2408.11529,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)010,2407.21648,hep-th,4,4,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP11(2024)161,2408.07506,hep-th,7,7,7,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)022,2406.17021,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)014,2407.05807,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)016,2401.01925,hep-th,2,0,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)021,2408.02747,hep-th,4,4,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)003,1805.06014,hep-ph,3,1,3,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13616-6,,,6,0,8,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)152,2407.09448,hep-th,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP10(2024)023,2406.01554,hep-th,7,7,9,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)036,2406.00188,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)019,2310.07708,hep-th,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)030,2409.18754,hep-ph,2,2,2,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)009,2406.12518,hep-ph,3,3,3,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)007,2408.16041,hep-ph,3,3,4,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)038,2401.01323,hep-ph,8,8,16,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)017,2409.02072,hep-th,1,1,1,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)015,2405.13460,hep-ph,3,3,5,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)026,2410.02502,hep-ex,1141,0,1313,0,0,0
2024,Journal of High Energy Physics,10.1007/JHEP12(2024)031,2407.17123,hep-th,3,3,7,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13551-6,,,18,10,20,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13651-3,,,3,3,5,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13596-7,2408.07022v1,physics.ins-det,138,0,161,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13624-6,,,5,4,9,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13621-9,,,2,1,2,0,0,0
2024,European Physical Journal C,10.1140/epjc/s10052-024-13244-0,2405.11606,hep-ex,2383,0,2536,0,0,0
